image_id,polygon_id,text,script_language,coordinates
IMG_18,polygon_90,0222 22201,gujarati,"[737, 1902, 805, 1921]"
IMG_18,polygon_91,ocmmsmr,english,"[461, 1909, 513, 1926]"
IMG_18,polygon_92,october17,english,"[926, 1913, 971, 1930]"
IMG_18,polygon_93,2003,gujarati,"[972, 1914, 999, 1932]"
IMG_18,polygon_94,pan,english,"[739, 1923, 766, 1940]"
IMG_18,polygon_95,may5,english,"[1260, 1926, 1292, 1945]"
IMG_18,polygon_96,2005,english,"[1293, 1928, 1324, 1946]"
IMG_18,polygon_97,162111155,gujarati,"[928, 1934, 992, 1953]"
IMG_18,polygon_98,ivawifs,english,"[993, 1936, 1033, 1955]"
IMG_18,polygon_99,panforealt,english,"[1263, 1950, 1345, 1970]"
